valor_transacao,hora_transacao,dia_semana,qtd_transacoes_24h,tempo_desde_ultima_transacao_min,distancia_localizacao_km,idade_conta_dias,qtd_dispositivos_distintos,score_credito,renda_mensal_estimada,qtd_transacoes_mes,media_valor_transacao_30d,desvio_valor_media,mesmo_destinatario_recente,tipo_chave_pix,tentativas_senha_errada,usa_vpn,transacao_internacional,valor_acumulado_24h,razao_valor_renda,fraude
541.99,20,2,3,237.37,17.99,334,1,588.0,8307.12,22,672.9,-0.19,1,3,1,1,0,753.97,0.07,0
827.44,11,0,7,33.96,1.35,330,1,719.0,7329.53,29,945.93,-0.13,0,2,0,0,0,2098.49,0.11,0
264.07,9,5,5,50.96,5.02,732,2,686.0,3385.96,22,193.67,0.36,0,1,0,0,0,621.42,0.08,0
186.97,19,6,4,15.48,12.56,169,1,623.0,2118.53,22,127.82,0.46,0,0,0,0,0,243.1,0.09,0
10.99,14,1,1,50.6,1.47,799,1,516.0,3024.7,24,8.66,0.24,0,0,1,0,0,4.46,0.0,0
100.0,5,1,9,32.5,12.45,68,3,750.0,1000.0,12,22.94,3.22,0,2,2,1,0,669.28,0.1,1
28.72,13,1,6,178.16,18.09,357,2,640.0,2712.71,18,23.58,0.21,1,0,0,0,0,66.25,0.01,0
137.62,14,0,6,11.41,3.47,740,1,601.0,4814.17,17,121.82,0.13,1,0,0,0,1,443.6,0.03,0
73.69,10,1,3,272.71,19.97,1044,1,656.0,3207.03,21,77.32,-0.05,0,3,0,0,0,97.36,0.02,0
129.98,9,3,0,136.19,10.38,665,2,705.0,1949.66,16,134.37,-0.03,1,2,0,0,0,0.0,0.07,0
32.55,14,3,3,169.93,3.87,809,2,500.0,2125.34,29,42.32,-0.23,1,0,0,0,0,68.28,0.02,0
36.71,10,6,2,68.56,6.5,749,2,821.0,,18,30.94,0.18,0,2,0,0,0,55.29,0.02,0
198.21,11,1,5,30.99,15.17,1029,2,618.0,3021.69,31,158.83,0.25,0,3,0,0,0,638.09,0.07,0
3758.98,17,3,4,49.06,2.27,672,1,761.0,3560.16,30,2142.49,0.75,0,1,0,0,0,9278.66,1.06,0
152.37,14,2,3,27.3,1.57,413,1,596.0,8817.89,31,168.73,-0.1,0,1,0,0,0,261.44,0.02,0
492.6,7,0,1,246.35,8.24,380,2,724.0,2337.32,28,303.19,0.62,1,0,0,0,0,237.36,0.21,0
49.65,12,3,4,344.96,15.18,739,1,733.0,1500.0,29,64.07,-0.22,0,0,0,0,0,101.42,0.03,0
42.55,11,2,6,45.82,1.9,370,2,745.0,4292.69,19,25.28,0.66,0,1,0,0,0,151.01,0.01,0
34.2,11,2,4,17.45,3.15,504,1,762.0,1922.67,25,23.13,0.46,1,2,0,1,0,104.55,0.02,0
1195.02,10,3,5,112.32,1.03,389,1,652.0,4252.84,37,1083.63,0.1,1,1,0,0,0,3134.72,0.28,0
663.53,8,2,3,5.24,1.69,443,1,786.0,1500.0,31,441.85,0.5,0,2,0,0,1,1072.95,0.44,0
294.02,16,1,2,190.53,8.22,343,2,621.0,1747.32,23,260.76,0.13,1,1,0,0,0,469.63,0.17,0
16.12,14,5,1,222.45,2.49,291,3,600.0,3430.08,21,18.25,-0.11,1,0,0,0,0,7.33,0.0,0
167.14,0,6,11,4.98,51.05,180,2,445.0,2596.5,14,35.88,3.56,0,3,5,0,1,1985.47,0.06,1
364.3,14,0,1,355.38,3.14,618,2,617.0,6199.28,26,416.7,-0.13,0,0,0,0,0,150.69,0.06,0
15.19,15,6,5,129.19,13.25,799,3,567.0,3834.38,26,18.69,-0.18,1,3,1,0,1,38.12,0.0,0
106.69,14,2,5,72.08,0.26,1051,2,727.0,1655.72,18,69.2,0.53,1,2,0,0,0,324.57,0.06,0
115.88,9,1,4,326.85,3.52,1098,1,575.0,5758.97,34,130.62,-0.11,1,2,1,0,0,168.71,0.02,0
305.27,9,0,0,17.44,16.97,587,1,672.0,7123.53,28,315.73,-0.03,0,0,0,0,0,0.0,0.04,0
9.89,10,1,4,24.51,1.75,633,1,771.0,4085.09,17,11.19,-0.11,1,3,0,0,0,19.27,0.0,0
120.51,13,3,3,288.94,3.35,959,3,699.0,3157.08,28,167.38,-0.28,1,0,0,0,0,220.15,0.04,0
6.66,18,3,2,267.67,4.67,620,3,711.0,7473.0,29,7.21,-0.07,0,2,1,0,0,9.21,0.0,0
40.68,13,4,0,31.69,4.47,483,2,726.0,3782.09,26,47.06,-0.13,1,1,0,0,0,0.0,0.01,0
325.48,10,4,5,5.55,0.32,332,1,,4425.08,22,207.44,0.57,1,0,0,0,0,804.6,0.07,0
9.47,15,6,2,22.0,0.08,944,1,718.0,2422.76,24,11.35,-0.15,1,2,1,0,0,7.5,0.0,0
26.34,17,6,2,209.42,3.97,959,2,589.0,1718.19,33,26.86,-0.02,1,3,0,0,0,40.49,0.02,0
27.29,16,4,6,68.04,10.6,366,1,634.0,4366.36,24,26.68,0.02,1,2,0,0,0,97.29,0.01,0
55.08,9,3,0,132.05,1.23,241,2,602.0,3422.12,24,63.76,-0.13,1,1,0,0,0,0.0,0.02,0
47.89,10,0,4,409.51,2.74,447,1,647.0,14671.31,23,45.6,0.05,1,0,1,0,0,91.43,0.0,0
64.88,20,3,8,13.82,1.37,704,3,643.0,4525.63,16,64.73,0.0,0,3,0,0,0,361.47,0.01,0
65.11,15,1,3,11.38,31.64,490,2,654.0,2282.59,20,94.85,-0.31,1,1,0,0,0,148.02,0.03,0
130.79,11,3,2,,7.54,297,3,655.0,1937.09,22,162.3,-0.19,1,1,0,0,0,116.55,0.07,0
11.19,14,1,7,86.81,6.63,508,2,614.0,3923.85,30,11.04,0.01,1,0,1,0,0,29.43,0.0,0
128.78,11,5,3,91.98,4.63,937,1,692.0,9354.22,24,149.45,-0.14,1,2,0,0,0,216.78,0.01,0
124.86,12,4,2,125.42,3.35,748,3,637.0,1841.15,27,99.48,0.25,1,0,0,0,0,111.59,0.07,0
38.39,6,5,1,130.73,3.74,546,1,762.0,2060.06,24,21.08,0.78,1,1,0,0,0,14.97,0.02,0
117.96,9,0,4,389.08,13.59,416,3,624.0,1500.0,26,150.15,-0.21,1,1,0,0,0,319.52,0.08,0
229.94,9,1,4,227.87,5.38,209,1,677.0,2503.16,26,292.98,-0.21,0,2,0,0,1,486.61,0.09,0
1071.77,15,6,4,48.07,9.4,740,3,656.0,2309.96,26,1147.25,-0.07,0,2,0,1,0,1346.23,0.46,0
285.72,8,1,2,164.87,1.6,1300,1,703.0,15244.21,30,403.31,-0.29,0,0,0,0,0,417.09,0.02,0
50.14,12,2,3,188.49,1.23,397,3,791.0,3990.9,25,30.21,0.64,1,2,0,0,0,83.76,0.01,0
5.0,15,6,2,96.89,6.8,249,2,546.0,2025.51,28,5.66,-0.1,0,0,0,0,0,5.85,0.0,0
131.07,13,4,3,35.33,5.72,76,2,776.0,,25,166.38,-0.21,0,0,1,0,0,154.56,0.05,0
104.7,11,6,7,64.72,10.46,919,1,543.0,4886.2,18,141.0,-0.26,1,1,0,0,0,291.01,0.02,0
27.17,11,2,3,146.04,1.85,148,2,682.0,7411.44,17,39.17,-0.3,0,0,0,0,0,42.45,0.0,0
8.03,13,1,4,143.54,1.74,778,1,677.0,2609.65,30,5.19,0.46,1,2,0,0,0,11.11,0.0,0
36.63,10,1,8,3.18,,527,1,772.0,3447.12,20,28.73,0.27,1,0,0,0,0,215.92,0.01,0
222.92,12,1,0,172.97,39.36,317,1,694.0,5417.55,24,248.63,-0.1,1,0,0,0,1,0.0,0.04,0
27.85,8,2,4,62.36,9.94,516,1,850.0,3276.98,27,23.83,0.16,0,0,1,0,0,57.42,0.01,0
313.92,14,0,6,78.11,3.1,464,1,677.0,3110.24,27,375.29,-0.16,1,0,0,0,0,870.93,0.1,0
88.78,13,4,3,124.55,11.47,308,1,597.0,5361.4,29,55.35,0.59,0,2,1,0,0,124.47,0.02,0
42.24,9,2,0,191.59,2.18,576,1,704.0,1681.61,29,60.14,-0.29,0,0,1,0,0,0.0,0.03,0
274.08,13,0,3,223.43,9.05,444,1,835.0,5374.41,25,355.7,-0.23,1,3,0,1,0,524.22,0.05,0
213.17,13,3,7,146.47,1.91,684,2,653.0,1500.0,29,279.55,-0.24,1,3,0,0,1,889.2,0.14,0
22.45,12,5,5,41.44,2.42,561,1,699.0,1846.43,39,15.74,0.4,1,2,0,0,0,64.12,0.01,0
34.29,11,1,6,98.02,2.88,615,1,754.0,4232.41,26,37.61,-0.09,1,2,0,0,0,70.82,0.01,0
1498.75,11,1,5,11.76,3.51,421,1,749.0,3689.05,30,1968.38,-0.24,1,0,0,0,0,3107.46,0.41,0
45.62,7,2,2,343.0,7.59,1053,3,743.0,6456.04,32,51.09,-0.1,1,0,0,0,0,52.86,0.01,0
38.08,9,2,3,43.02,,475,3,643.0,3119.61,37,29.94,0.26,0,1,0,0,0,64.15,0.01,0
350.5,13,6,6,58.23,27.76,907,2,556.0,2614.68,25,339.66,0.03,1,2,0,0,0,1669.08,0.13,0
94.94,18,3,3,47.27,8.76,511,3,686.0,4991.88,27,88.44,0.07,0,0,0,0,0,127.81,0.02,0
53.3,10,3,7,168.75,3.55,643,1,759.0,3099.69,20,76.08,-0.3,1,1,0,0,0,112.24,0.02,0
91.94,10,2,1,262.28,4.4,754,2,723.0,2003.53,22,75.02,0.22,1,3,0,0,0,50.23,0.05,0
174.38,14,5,1,366.83,2.18,822,1,655.0,3091.78,21,164.16,0.06,1,2,0,0,0,107.47,0.06,0
13.66,9,6,2,362.95,2.69,673,1,735.0,3215.27,35,17.23,-0.2,1,2,0,0,0,16.87,0.0,0
138.38,13,0,2,3.18,2.79,262,2,665.0,2402.8,17,117.77,0.17,1,0,0,0,0,118.93,0.06,0
82.74,16,3,2,11.48,3.17,989,3,599.0,8424.11,28,101.26,-0.18,1,1,0,0,1,84.33,0.01,0
713.32,22,5,10,38.79,22.04,196,3,534.0,6884.09,19,254.82,1.79,0,0,0,1,1,6094.13,0.1,1
91.62,11,3,4,3.11,9.3,817,2,641.0,2727.45,22,136.04,-0.32,0,1,0,0,0,152.73,0.03,0
72.2,15,0,2,54.12,3.56,750,1,670.0,1809.84,19,77.51,-0.07,1,0,0,0,0,114.41,0.04,0
19.24,22,0,3,124.86,0.45,849,2,696.0,,25,11.12,0.67,1,2,0,0,1,45.1,0.0,0
119.03,13,5,7,67.46,23.32,386,1,,5351.92,20,165.77,-0.28,1,2,0,0,0,587.44,0.02,0
33.08,13,1,4,110.67,6.14,496,2,697.0,1512.75,26,39.92,-0.17,0,3,0,0,0,62.72,0.02,0
10.85,13,2,7,15.93,24.77,1489,1,552.0,1500.0,23,9.86,0.09,0,0,0,1,0,30.2,0.01,0
372.7,11,6,4,21.97,0.11,493,2,622.0,2244.13,20,556.73,-0.33,0,2,0,0,0,866.95,0.17,0
149.51,1,6,15,3.46,145.4,223,3,451.0,1626.82,9,46.42,2.17,0,3,3,1,0,2447.43,0.09,1
58.49,6,6,8,408.37,6.76,469,2,726.0,3204.84,22,53.47,0.09,1,1,0,0,0,333.39,0.02,0
37.3,10,4,3,142.37,1.02,1049,3,675.0,1500.0,29,52.51,-0.28,0,0,0,1,0,52.51,0.02,0
164.2,6,4,3,132.79,10.86,350,1,587.0,2563.78,30,199.11,-0.17,1,3,0,0,0,226.67,0.06,0
80.16,13,1,5,499.39,15.0,665,3,782.0,2874.08,23,44.53,0.78,1,2,0,0,0,124.36,0.03,0
12.72,8,3,3,81.44,21.87,296,3,768.0,,22,7.25,0.66,0,2,0,0,0,21.48,0.0,0
25.69,11,4,1,251.48,0.26,361,3,661.0,8869.35,29,33.77,-0.23,1,0,0,0,0,10.15,0.0,0
20.55,13,1,2,3.5,14.63,185,2,671.0,5104.43,19,16.87,0.21,1,3,0,0,1,18.25,0.0,0
1084.53,11,6,1,60.35,24.51,352,1,702.0,2683.32,25,946.15,0.15,0,0,0,0,0,591.05,0.4,0
54.81,19,0,1,28.75,14.6,730,3,684.0,1987.93,34,31.98,0.69,0,2,0,0,0,31.06,0.03,0
9.4,14,0,2,140.32,14.38,529,1,570.0,1675.72,19,7.64,0.2,1,2,0,0,0,7.17,0.01,0
247.8,16,5,6,5.91,6.73,771,2,666.0,4728.52,38,321.85,-0.23,1,1,0,0,0,533.61,0.05,0
96.76,14,4,6,27.4,0.04,617,1,789.0,3140.38,34,93.31,0.04,0,1,1,0,0,437.74,0.03,0
197.65,14,5,1,319.63,10.24,94,3,634.0,8645.86,25,274.9,-0.28,1,1,0,0,0,72.49,0.02,0
108.82,12,1,4,179.47,35.34,989,1,697.0,2197.14,22,112.16,-0.03,0,0,0,0,0,163.69,0.05,0
33.04,9,5,6,27.47,0.51,386,2,634.0,4563.49,32,19.56,0.66,1,1,0,0,0,122.37,0.01,0
185.66,14,1,1,86.62,29.36,234,1,593.0,4326.51,27,134.72,0.38,1,2,0,0,0,75.12,0.04,0
81.51,9,1,2,244.3,4.34,594,1,625.0,3111.92,26,84.36,-0.03,0,3,0,0,0,111.67,0.03,0
74.31,11,0,6,19.88,5.31,849,3,827.0,8116.96,21,92.67,-0.2,1,2,0,1,0,320.7,0.01,0
11.37,10,4,3,93.08,15.17,546,3,711.0,7055.72,28,6.67,0.61,1,0,0,0,0,18.55,0.0,0
79.79,10,3,4,183.99,11.96,615,1,775.0,1500.0,26,86.41,-0.08,0,1,0,0,0,161.2,0.05,0
62.13,6,6,3,77.18,7.87,696,2,,22796.47,25,32.53,0.88,1,0,1,0,0,112.74,0.0,0
105.76,11,3,5,,6.9,308,2,606.0,4548.65,16,130.21,-0.19,1,0,1,0,0,310.29,0.02,0
233.67,17,2,0,79.59,8.36,693,1,830.0,2567.35,24,228.78,0.02,0,2,1,0,0,0.0,0.09,0
42.66,10,4,8,156.15,20.82,695,1,672.0,3320.86,33,31.99,0.32,0,1,0,0,0,256.53,0.01,0
21.6,13,2,3,99.65,3.36,392,1,688.0,4107.58,27,13.94,0.51,0,1,0,0,0,43.13,0.01,0
172.27,12,1,2,209.27,9.41,343,1,662.0,1895.17,25,96.43,0.78,1,2,0,1,0,178.73,0.09,0
121.83,9,0,9,168.5,6.81,501,2,507.0,2101.32,22,165.69,-0.26,1,3,1,0,0,828.95,0.06,0
38.88,12,1,3,63.04,2.87,494,2,711.0,2849.21,24,41.78,-0.07,0,3,0,0,1,72.76,0.01,0
66.77,10,1,6,245.29,7.92,282,1,749.0,3317.91,32,39.56,0.67,0,0,0,0,0,232.15,0.02,0
466.21,8,3,3,56.59,2.66,534,1,713.0,4666.72,23,320.36,0.45,1,0,0,0,0,1106.89,0.1,0
190.1,11,0,7,461.08,13.98,1039,2,667.0,2725.53,29,226.18,-0.16,1,2,1,0,0,703.62,0.07,0
283.2,10,1,1,86.84,2.52,433,3,551.0,6862.27,26,337.08,-0.16,1,3,0,0,0,219.54,0.04,0
33.32,13,1,4,9.34,1.57,462,1,643.0,4511.06,31,40.11,-0.17,1,2,0,0,0,78.77,0.01,0
46.73,14,2,4,203.83,6.45,372,1,850.0,1756.66,22,45.12,0.03,1,3,0,0,1,134.08,0.03,0
69.04,12,1,2,311.03,4.73,177,1,694.0,4132.58,26,53.61,0.28,0,0,0,0,0,73.81,0.02,0
130.96,11,5,4,97.66,8.1,403,1,661.0,5509.48,23,75.32,0.73,1,0,0,0,0,342.91,0.02,0
42.19,15,5,3,33.03,2.83,609,2,660.0,6234.53,12,42.25,-0.0,1,0,0,0,0,96.77,0.01,0
114.17,8,0,2,154.6,20.5,909,3,825.0,13890.05,24,169.33,-0.32,1,0,0,0,0,156.95,0.01,0
38.8,21,1,3,97.86,12.48,926,2,617.0,,29,26.01,0.47,1,0,1,0,0,84.87,0.01,0
69.59,6,1,7,214.47,7.31,550,2,,4417.63,39,92.93,-0.25,0,1,1,0,0,315.81,0.02,0
52.23,11,4,5,240.79,,643,1,749.0,2970.96,34,49.44,0.06,1,1,0,0,0,188.96,0.02,0
178.95,14,2,0,164.73,3.98,310,2,675.0,7052.69,29,206.82,-0.13,1,0,0,1,0,0.0,0.03,0
45.05,10,3,5,18.21,11.27,285,1,656.0,2000.15,17,39.59,0.13,0,3,0,0,0,150.5,0.02,0
104.73,11,4,5,175.39,13.05,976,2,663.0,5381.11,27,126.51,-0.17,1,1,0,0,1,348.91,0.02,0
77.86,10,4,3,113.76,5.21,858,2,730.0,2219.54,25,74.42,0.05,0,0,0,0,0,163.32,0.04,0
102.21,12,3,5,84.45,8.54,727,1,689.0,6099.11,23,83.4,0.22,1,0,1,0,0,367.29,0.02,0
68.27,13,2,4,15.33,16.53,362,1,651.0,8281.3,18,55.87,0.22,1,2,0,0,0,175.87,0.01,0
234.07,17,3,3,132.9,6.87,327,1,752.0,2784.98,21,328.91,-0.29,0,1,0,0,0,361.9,0.08,0
66.91,8,2,7,43.65,10.55,554,1,604.0,3224.75,27,95.32,-0.29,1,1,0,0,0,302.28,0.02,0
3772.5,8,2,2,2.24,1.76,936,2,503.0,1684.43,26,5177.92,-0.27,1,0,1,0,0,4117.06,2.24,0
59.4,15,1,5,19.46,3.13,566,2,717.0,1500.0,20,37.05,0.59,0,2,0,0,1,93.11,0.04,0
17.43,13,2,4,29.36,6.2,650,1,671.0,3655.97,25,23.33,-0.24,1,1,0,0,0,49.54,0.0,0
33.8,10,4,4,97.2,6.68,826,1,706.0,3431.25,29,35.25,-0.04,1,3,1,0,0,51.79,0.01,0
159.22,14,2,2,1.58,3.91,1087,1,611.0,4826.94,24,194.0,-0.18,1,3,0,0,0,252.7,0.03,0
99.67,13,2,6,150.14,12.21,518,2,580.0,1679.84,25,101.57,-0.02,1,1,1,0,0,472.12,0.06,0
234.17,17,4,7,5.94,2.35,411,1,679.0,2197.17,20,119.76,0.95,1,0,1,0,0,701.68,0.11,0
246.21,10,2,5,2.29,9.27,342,2,664.0,3200.59,19,293.81,-0.16,1,3,1,0,0,936.45,0.08,0
110.21,13,5,7,196.01,4.85,405,1,708.0,2082.48,27,151.33,-0.27,1,1,0,0,0,353.58,0.05,0
44.63,10,3,3,22.3,10.51,459,1,669.0,3046.85,15,32.14,0.38,1,1,0,0,0,76.91,0.01,0
28.23,14,0,3,80.52,3.91,1702,2,489.0,3019.94,19,17.97,0.54,1,1,0,0,0,29.68,0.01,0
63.17,16,3,3,61.54,11.71,331,1,555.0,3105.99,29,71.42,-0.11,1,1,0,0,0,141.3,0.02,0
120.65,13,1,1,361.78,6.6,716,1,697.0,2206.52,27,126.54,-0.05,1,2,0,0,0,51.9,0.05,0
23.29,12,1,6,17.66,6.04,489,1,692.0,3897.03,18,24.47,-0.05,1,0,0,1,0,86.67,0.01,0
78.35,12,4,2,34.8,21.1,514,3,702.0,3732.13,34,50.82,0.53,1,1,0,0,0,86.41,0.02,0
100.0,23,3,17,7.9,192.45,64,2,350.0,1777.46,12,19.1,4.03,0,3,4,1,1,1510.79,0.06,1
101.21,11,0,3,176.01,7.13,554,2,661.0,6750.58,19,59.28,0.7,0,3,0,0,0,103.77,0.01,0
6.79,9,2,3,32.54,0.9,606,3,698.0,1500.0,29,10.15,-0.3,1,0,0,0,0,6.95,0.0,0
237.94,8,1,6,148.75,0.41,257,2,662.0,2979.36,29,229.5,0.04,0,0,0,0,0,431.41,0.08,0
8.34,14,2,5,,,686,2,618.0,2147.39,24,11.2,-0.23,0,1,0,0,0,24.53,0.0,0
407.13,11,1,2,306.76,3.15,525,3,750.0,2146.46,32,526.56,-0.23,0,0,0,1,0,244.76,0.19,0
162.34,10,1,4,73.42,2.24,174,3,643.0,3148.4,19,189.58,-0.14,1,1,0,0,0,426.9,0.05,0
34.85,15,3,4,137.01,25.32,441,1,656.0,1900.67,14,40.83,-0.14,1,0,0,0,0,96.43,0.02,0
91.41,12,0,5,69.52,15.95,608,2,688.0,2307.62,22,123.37,-0.26,1,0,0,0,0,253.73,0.04,0
112.49,16,2,0,75.45,0.2,498,3,664.0,3967.72,17,161.36,-0.3,0,2,0,0,0,0.0,0.03,0
185.48,11,0,1,45.11,6.47,507,3,553.0,1500.0,32,207.88,-0.11,0,2,1,0,0,115.49,0.12,0
8.53,8,4,3,7.91,7.18,751,1,737.0,2559.36,23,12.55,-0.3,1,0,0,0,1,9.98,0.0,0
125.47,10,1,5,115.32,3.17,156,2,601.0,1832.41,30,89.42,0.4,1,0,1,0,0,375.91,0.07,0
140.27,16,3,3,92.28,18.54,384,2,538.0,1500.0,20,88.49,0.58,0,3,0,0,0,229.52,0.09,0
136.43,14,5,5,126.22,5.38,623,1,720.0,7661.12,26,76.4,0.78,1,0,0,0,0,474.98,0.02,0
30.98,21,3,2,187.48,11.39,595,1,850.0,9845.87,25,33.89,-0.08,1,2,0,0,0,41.55,0.0,0
68.93,11,2,0,202.27,0.75,1350,2,715.0,4995.02,23,58.11,0.18,1,0,1,0,0,0.0,0.01,0
22.11,10,5,2,216.48,30.43,490,1,752.0,10241.53,31,15.53,0.4,1,0,0,0,0,29.51,0.0,0
99.72,8,0,4,8.83,10.29,726,1,766.0,,18,134.25,-0.26,0,1,0,0,0,181.54,0.02,0
5141.16,5,5,9,17.28,41.98,50,5,339.0,3239.74,17,1044.47,3.92,0,2,1,0,0,25932.83,1.59,1
28.0,11,5,5,146.32,1.87,645,3,690.0,2502.65,25,16.83,0.63,0,0,1,0,0,63.41,0.01,0
64.09,16,2,4,112.49,10.92,486,1,615.0,4335.5,24,92.89,-0.31,1,0,0,0,1,169.22,0.01,0
516.21,12,4,2,146.44,8.35,642,2,621.0,3819.77,28,346.48,0.49,0,0,1,0,0,629.0,0.14,0
404.66,10,1,4,120.13,8.35,932,1,613.0,9206.65,25,284.23,0.42,1,1,0,0,0,1093.64,0.04,0
111.52,9,0,4,33.01,15.0,321,3,850.0,1585.13,29,147.04,-0.24,1,2,0,0,0,352.36,0.07,0
237.42,1,1,6,13.71,91.47,121,3,637.0,15925.13,10,91.27,1.58,0,1,0,0,1,887.47,0.01,1
214.01,11,0,6,54.79,8.89,676,2,689.0,1619.84,21,150.62,0.42,0,0,0,0,0,659.34,0.13,0
1203.4,5,3,8,2.16,20.23,84,2,406.0,2507.67,13,291.27,3.12,0,3,1,1,0,5411.85,0.48,1
768.14,3,5,9,0.5,32.33,164,2,557.0,1409.35,19,132.01,4.78,0,1,3,1,0,4356.12,0.54,1
376.64,13,6,2,500.55,14.66,421,1,766.0,6066.65,23,256.78,0.46,0,0,1,0,0,230.42,0.06,0
78.13,9,0,1,375.74,0.19,1017,1,762.0,4058.55,32,116.78,-0.33,0,2,0,0,0,41.57,0.02,0
95.41,8,5,4,116.56,3.38,954,1,622.0,13186.2,35,79.71,0.19,0,0,0,0,0,217.44,0.01,0
241.4,14,6,5,248.86,43.55,501,2,708.0,2939.78,32,295.97,-0.18,0,1,0,1,1,420.51,0.08,0
41.18,14,1,5,61.04,0.03,811,3,583.0,4052.42,25,46.74,-0.12,0,0,0,0,0,103.34,0.01,0
310.81,9,3,1,21.6,0.14,323,1,506.0,2303.42,27,410.35,-0.24,1,3,1,0,0,148.19,0.13,0
263.55,9,2,2,72.02,8.09,339,1,728.0,3472.85,25,179.14,0.47,1,1,0,0,0,199.46,0.08,0
100.0,4,6,11,2.93,220.82,292,5,361.0,1573.57,14,15.32,5.19,0,3,1,1,1,1269.67,0.06,1
10.37,15,6,5,170.86,1.47,656,1,785.0,2295.68,23,15.42,-0.31,1,0,1,0,0,34.13,0.0,0
166.3,15,3,6,359.6,6.52,378,2,551.0,2748.25,23,165.58,0.0,1,0,0,0,1,788.64,0.06,0
2253.62,2,6,9,36.32,120.91,549,2,542.0,2923.55,15,789.04,1.85,0,3,3,0,1,17210.5,0.77,1
3384.54,6,4,9,23.88,221.92,113,3,661.0,1858.56,11,737.67,3.58,0,1,3,1,0,32552.1,1.82,1
230.67,15,0,3,44.63,5.8,179,2,776.0,3756.41,33,164.77,0.4,0,1,0,0,0,265.19,0.06,0
7.25,9,2,5,54.34,5.73,311,1,674.0,7009.44,19,8.6,-0.14,1,1,0,0,0,14.95,0.0,0
290.32,10,0,2,24.02,23.85,389,1,720.0,6086.2,22,332.53,-0.13,1,2,1,0,0,410.73,0.05,0
340.3,16,4,4,20.05,34.7,291,3,699.0,2795.5,21,432.96,-0.21,1,3,0,0,0,654.51,0.12,0
376.26,8,0,3,69.04,3.37,877,1,585.0,3684.6,23,377.07,-0.0,0,2,0,0,0,701.97,0.1,0
154.7,8,1,3,112.12,2.81,678,1,667.0,6983.96,33,136.33,0.13,1,0,1,0,0,350.09,0.02,0
41.06,10,2,7,10.51,12.14,779,2,729.0,12298.49,14,55.71,-0.26,1,0,0,0,0,203.38,0.0,0
64.92,18,6,5,42.35,24.93,866,1,775.0,3057.31,27,91.82,-0.29,1,0,0,0,0,164.01,0.02,0
33.46,14,3,2,168.0,8.92,366,2,684.0,3110.97,24,42.2,-0.2,1,3,0,0,0,29.14,0.01,0
72.92,12,1,2,147.83,2.31,446,2,751.0,4827.08,28,44.77,0.61,1,2,0,0,0,79.1,0.02,0
240.08,11,2,5,15.02,18.57,211,2,640.0,6772.09,21,293.06,-0.18,1,0,1,0,0,863.68,0.04,0
71.17,11,0,4,176.28,9.9,502,3,683.0,2231.47,23,98.08,-0.27,1,1,0,0,0,191.58,0.03,0
39.8,22,4,2,69.03,52.14,647,1,692.0,2755.15,18,22.45,0.74,0,0,1,0,0,42.99,0.01,0
147.18,8,4,1,166.57,3.07,259,3,677.0,8377.65,21,124.72,0.18,1,2,1,0,0,46.61,0.02,0
49.48,11,1,3,29.16,6.78,458,2,717.0,2237.43,23,58.16,-0.15,1,1,0,0,0,97.75,0.02,0
16.64,10,4,1,20.82,5.7,376,1,713.0,3612.69,24,23.13,-0.27,0,0,0,0,1,5.97,0.0,0
47.57,22,2,3,97.37,8.54,403,2,653.0,5398.3,16,44.07,0.08,0,1,0,0,0,84.24,0.01,0
849.93,12,4,5,70.95,0.63,874,2,635.0,1500.0,22,655.77,0.3,0,1,0,0,0,1915.15,0.57,0
14.04,9,0,2,15.89,0.12,203,1,684.0,16209.01,18,8.33,0.61,0,1,0,0,0,15.2,0.0,0
119.06,10,2,4,1.0,12.21,219,3,727.0,1500.0,28,148.21,-0.2,0,2,0,0,1,149.7,0.08,0
13.72,8,4,2,179.9,7.14,980,2,,7560.8,27,18.5,-0.25,1,1,0,0,0,10.17,0.0,0
12.61,9,1,1,,1.69,704,1,609.0,5896.06,21,6.87,0.73,0,0,0,0,0,6.5,0.0,0
1024.93,18,5,7,27.31,35.01,67,3,553.0,1000.0,14,221.92,3.6,0,1,3,1,0,3909.25,1.02,1
12.14,11,3,7,102.98,7.0,847,2,669.0,3990.16,22,8.45,0.39,1,1,0,0,0,48.25,0.0,0
231.0,13,0,4,77.52,30.41,575,2,825.0,6127.94,27,184.64,0.25,1,1,0,0,1,456.62,0.04,0
69.22,12,4,1,90.76,0.05,541,1,663.0,3367.68,27,83.81,-0.17,1,1,1,0,0,31.0,0.02,0
242.0,14,0,3,26.76,1.09,544,2,723.0,6651.2,29,259.11,-0.07,1,1,0,0,0,418.88,0.04,0
68.73,11,4,3,108.71,,692,3,792.0,2061.12,27,86.5,-0.2,1,0,0,0,0,114.96,0.03,0
252.52,12,1,2,131.86,3.07,624,1,670.0,3515.76,29,141.02,0.79,1,1,0,0,0,327.47,0.07,0
15.28,10,4,4,112.1,,318,2,666.0,,22,22.01,-0.29,1,0,0,0,0,43.1,0.01,0
105.36,10,3,2,77.57,5.66,625,1,704.0,5412.28,29,60.02,0.74,1,0,0,0,1,131.28,0.02,0
140.46,4,4,14,7.83,220.15,49,6,622.0,2323.96,12,30.73,3.46,0,3,4,0,1,1546.78,0.06,1
76.05,6,1,4,248.14,1.22,564,2,612.0,4010.66,17,81.79,-0.07,0,0,0,0,0,174.45,0.02,0
